Restaurant,State,City,Zip-Code,Phone,Address,Longitude,Latitude,Source
Arby's,AZ,Phoenix,85042,602-268-0910,"123 E Baseline Rd Phoenix, AZ, 85042",-112.072008,33.37777,https://www.menuism.com/restaurants/arbys-phoenix-615240
Arby's,AZ,Phoenix,85042,602-268-0910,"119 E Baseline Rd Phoenix, AZ, 85042",-112.070905,33.377271,https://www.menuism.com/restaurants/arbys-phoenix-391572
Arby's,AZ,Phoenix,85043,623-936-7145,"7610 W Lower Buckeye Rd Phoenix, AZ, 85043",-112.22276,33.42304,https://www.menuism.com/restaurants/arbys-phoenix-642475
Arby's,AZ,Phoenix,85048,480-706-4050,"4111 E Chandler Blvd Phoenix, AZ, 85048",-111.99482,33.305247,https://www.menuism.com/restaurants/arbys-phoenix-649061
Arby's,AZ,Phoenix,85051,602-870-8550,"9641 N Metro Pkwy W Phoenix, AZ, 85051",-112.1242414,33.5731526,https://www.menuism.com/restaurants/arbys-phoenix-659776
Arby's,AZ,Phoenix,85053,602-942-6819,"3348 W Bell Rd Phoenix, AZ, 85053",-112.131292,33.64007,https://www.menuism.com/restaurants/arbys-phoenix-378632
Arby's,AZ,Prescott,86305,928-778-7242,"1265 W Iron Springs Rd Prescott, AZ, 86305",-112.488494,34.562871,https://www.menuism.com/restaurants/arbys-prescott-195111
Arby's,AZ,Prescott Valley,86314,928-775-4252,"7650 E State Route 69 Prescott Valley, AZ, 86314",-112.332353,34.585028,https://www.menuism.com/restaurants/arbys-prescott-valley-615242
Arby's,AZ,Safford,85546,928-348-8680,"1720 W Thatcher Blvd Safford, AZ, 85546",-109.731204,32.835292,https://www.menuism.com/restaurants/arbys-safford-639684
Arby's,AZ,Scottsdale,85250,480-905-1814,"9049 E Indian Bend Rd Scottsdale, AZ, 85250",-111.885661,33.538287,https://www.menuism.com/restaurants/arbys-scottsdale-15238
Arby's,AZ,Scottsdale,85251,480-946-4461,"4412 N Miller Rd Scottsdale, AZ, 85251",-111.9175346,33.5002899,https://www.menuism.com/restaurants/arbys-scottsdale-184850
Arby's,AZ,Scottsdale,85257,480-941-0543,"7350 E Mcdowell Rd Scottsdale, AZ, 85257",-111.922206,33.466201,https://www.menuism.com/restaurants/arbys-scottsdale-223519
Arby's,AZ,Scottsdale,85259,480-657-6817,"11054 N Frank Lloyd Wright Blvd Scottsdale, AZ, 85259",-111.8351173,33.5864648,https://www.menuism.com/restaurants/arbys-scottsdale-49761
Arby's,AZ,Scottsdale,85260,480-948-9095,"7204 E Shea Blvd Scottsdale, AZ, 85260",-111.92587,33.58223,https://www.menuism.com/restaurants/arbys-scottsdale-686756
Arby's,AZ,Show Low,85901,928-537-4413,"680 W Deuce Of Clubs Show Low, AZ, 85901",-110.0508238,34.2459141,https://www.menuism.com/restaurants/arbys-show-low-210549
Arby's,AZ,Sierra Vista,85635,520-459-3838,"1999 E Fry Blvd Sierra Vista, AZ, 85635",-110.2776099,31.554702,https://www.menuism.com/restaurants/arbys-sierra-vista-219867
Arby's,AZ,Sierra Vista,85635,520-459-3838,"2180 E Fry Blvd Sierra Vista, AZ, 85635",-110.27562,31.554634,https://www.menuism.com/restaurants/arbys-sierra-vista-608652
Arby's,AZ,Snowflake,85937,928-536-9199,"875 N Main St Snowflake, AZ, 85937",-110.0790218,34.5197008,https://www.menuism.com/restaurants/arbys-snowflake-300568
Arby's,AZ,Sun City,85351-3601,623-412-1416,"11401 N 99th Ave Sun City, AZ, 85351-3601",-112.272035,33.587666,https://www.menuism.com/restaurants/arbys-sun-city-307354
Arby's,AZ,Sun City,85373,623-933-9551,"17032 N 99th Ave Sun City, AZ, 85373",-112.275093,33.639174,https://www.menuism.com/restaurants/arbys-sun-city-364310
Arby's,AZ,Sun City West,85375,623-546-1598,"13607 W Camino Del Sol Sun City West, AZ, 85375",-112.3547881,33.6546093,https://www.menuism.com/restaurants/arbys-sun-city-west-252398
Arby's,AZ,Tempe,85282,602-438-2259,"2755 W Southern Ave Tempe, AZ, 85282",-111.977414,33.392866,https://www.menuism.com/restaurants/arbys-tempe-674462
Arby's,AZ,Tempe,85282,480-966-7085,"525 W Broadway Rd Tempe, AZ, 85282",-111.947586,33.407275,https://www.menuism.com/restaurants/arbys-tempe-609727
Arby's,AZ,Tempe,85283,480-897-8411,"119 E Guadalupe Rd Tempe, AZ, 85283",-111.9364103,33.3637264,https://www.menuism.com/restaurants/arbys-tempe-296612
Arby's,AZ,Tempe,85284,480-961-9580,"9954 S Rural Rd Tempe, AZ, 85284",-111.928276,33.320561,https://www.menuism.com/restaurants/arbys-tempe-641026
Arby's,AZ,Tempe,85284,480-831-3010,"1392 W Elliot Rd Tempe, AZ, 85284",-111.9624337,33.3491819,https://www.menuism.com/restaurants/arbys-tempe-246702
Arby's,AZ,Tolleson,85353,623-936-4010,"8449 W Mcdowell Rd Tolleson, AZ, 85353",-112.2429275,33.4652411,https://www.menuism.com/restaurants/arbys-tolleson-158405
Arby's,AZ,Tucson,85704,520-544-6003,"8060 N Oracle Rd Tucson, AZ, 85704",-110.974485,32.353023,https://www.menuism.com/restaurants/arbys-tucson-987223
Arby's,AZ,Tucson,85704,520-544-6003,"8060 N Oracle Rd Tucson, AZ, 85704",-110.974485,32.353023,https://www.menuism.com/restaurants/arbys-tucson-1191167
Arby's,AZ,Tucson,85704,520-544-6003,"8060 N Oracle Rd Tucson, AZ, 85704",-110.974485,32.353023,https://www.menuism.com/restaurants/arbys-tucson-682009
Arby's,AZ,Tucson,85704,520-544-6003,"8060 N Oracle Rd Tucson, AZ, 85704",-110.974485,32.353023,https://www.menuism.com/restaurants/arbys-tucson-1167841
Arby's,AZ,Tucson,85704,520-544-6003,"8060 N Oracle Rd Tucson, AZ, 85704",-110.974485,32.353023,https://www.menuism.com/restaurants/arbys-tucson-1148998
Arby's,AZ,Tucson,85705,520-888-8977,"4407 N Oracle Rd Tucson, AZ, 85705",-110.979125,32.286847,https://www.menuism.com/restaurants/arbys-tucson-169297
Arby's,AZ,Tucson,85706,520-296-5171,"5275 S Palo Verde Rd Tucson, AZ, 85706",-110.916899,32.156804,https://www.menuism.com/restaurants/arbys-tucson-311767
Arby's,AZ,Tucson,85710,520-886-8221,"7285 E 22nd St Tucson, AZ, 85710",-110.83755,32.20698,https://www.menuism.com/restaurants/arbys-tucson-341793
Arby's,AZ,Tucson,85710,520-889-7797,"7920 E Speedway Blvd Tucson, AZ, 85710",-110.823139,32.234401,https://www.menuism.com/restaurants/arbys-tucson-321503
Arby's,AZ,Tucson,85711,520-747-4030,"5759 E Broadway Blvd Tucson, AZ, 85711",-110.869567,32.222373,https://www.menuism.com/restaurants/arbys-tucson-48358
Arby's,AZ,Tucson,85715,520-885-2746,"6900 E Tanque Verde Rd Tucson, AZ, 85715",-110.845067,32.250494,https://www.menuism.com/restaurants/arbys-tucson-618978
Arby's,AZ,Tucson,85716,520-325-5682,"2810 E Speedway Blvd Tucson, AZ, 85716",-110.930576,32.235858,https://www.menuism.com/restaurants/arbys-tucson-676861
Arby's,AZ,Tucson,85739,520-818-2456,"16338 N Oracle Rd Tucson, AZ, 85739",-110.926056,32.50245,https://www.menuism.com/restaurants/arbys-tucson-676847
Arby's,AZ,Tucson,85741,520-744-6025,"4299 W Ina Rd Tucson, AZ, 85741",-111.05709,32.337175,https://www.menuism.com/restaurants/arbys-tucson-153014
Arby's,AZ,Tucson,85742,520-572-1665,"5633 W Cortaro Farms Rd Tucson, AZ, 85742",-111.085039,32.358845,https://www.menuism.com/restaurants/arbys-tucson-112404
Arby's,AZ,Tucson,85745,520-792-4234,"1893 W Grant Rd Tucson, AZ, 85745",-111.007262,32.250235,https://www.menuism.com/restaurants/arbys-tucson-93515
Arby's,AZ,Tucson,85746,520-434-2955,"1530 W Valencia Rd Tucson, AZ, 85746",-110.997205,32.134002,https://www.menuism.com/restaurants/arbys-tucson-25743
Arby's,AZ,Winslow,86047,928-289-5565,"400 Mikes Pike St Winslow, AZ, 86047",-110.6978886,35.0408537,https://www.menuism.com/restaurants/arbys-winslow-252117
Arby's,AZ,Yuma,85364,928-726-6507,"2640 S 4th Ave Yuma, AZ, 85364",-114.6245849,32.6795912,https://www.menuism.com/restaurants/arbys-yuma-238230
Arby's,AZ,Yuma,85365,928-317-8833,"2000 S Avenue 3 E Yuma, AZ, 85365",-114.581646,32.698729,https://www.menuism.com/restaurants/arbys-yuma-608766
Arby's,CA,Alhambra,91801-3958,626-576-8286,"347 E Main St Alhambra, CA, 91801-3958",-118.123308,34.097034,https://www.menuism.com/restaurants/arbys-alhambra-101786
Arby's,CA,Aliso Viejo,92656,949-643-1913,"27002 La Paz Rd Aliso Viejo, CA, 92656",-117.707152,33.570677,https://www.menuism.com/restaurants/arbys-aliso-viejo-208769
Arby's,CA,Anaheim,92801,714-400-0489,"1710 W Lincoln Ave Anaheim, CA, 92801",-117.942245,33.832155,https://www.menuism.com/restaurants/arbys-anaheim-331755
Arby's,CA,Anaheim,92802-3049,714-535-1813,"1646 W Katella Ave Anaheim, CA, 92802-3049",-117.938852,33.802984,https://www.menuism.com/restaurants/arbys-anaheim-98273
Arby's,CA,Anderson,96007-4332,530-365-5607,"2000 Arby Way Anderson, CA, 96007-4332",-122.28906,40.43713,https://www.menuism.com/restaurants/arbys-anderson-526859
Arby's,CA,Apple Valley,92308,760-240-6661,"21550 Bear Valley Rd Apple Valley, CA, 92308",-117.19313,34.471784,https://www.menuism.com/restaurants/arbys-apple-valley-312011
Arby's,CA,Auburn,95603-3165,530-885-5924,"1895 Auburn Ravine Rd Auburn, CA, 95603-3165",-121.0586073,38.9236632,https://www.menuism.com/restaurants/arbys-auburn-406391
Arby's,CA,Azusa,91702-3100,626-334-1533,"700 E Alosta Ave Azusa, CA, 91702-3100",-117.895856,34.131646,https://www.menuism.com/restaurants/arbys-azusa-138029
Arby's,CA,Baker,92309,760-733-4006,"Po Box 40 Baker, CA, 92309",-116.05507,35.27899,https://www.menuism.com/restaurants/arbys-baker-789334
Arby's,CA,Bakersfield,93304-4430,661-397-6865,"2701 Ming Ave Bakersfield, CA, 93304-4430",-119.033661,35.338698,https://www.menuism.com/restaurants/arbys-bakersfield-529353
Arby's,CA,Bakersfield,93308-6354,661-323-9739,"2610 Buck Owens Blvd Bakersfield, CA, 93308-6354",-119.04319,35.383862,https://www.menuism.com/restaurants/arbys-bakersfield-526893
Arby's,CA,Bakersfield,93309,661-396-8892,"7800 White Ln Bakersfield, CA, 93309",-119.088005,35.318233,https://www.menuism.com/restaurants/arbys-bakersfield-610485
Arby's,CA,Bakersfield,93312,661-587-7314,"8290 Rosedale Hwy Bakersfield, CA, 93312",-119.094164,35.383953,https://www.menuism.com/restaurants/arbys-bakersfield-136059
Arby's,CA,Bakersfield,93313,661-836-9465,"4150 Stine Rd Bakersfield, CA, 93313",-119.056671,35.31808,https://www.menuism.com/restaurants/arbys-bakersfield-609791
Arby's,CA,Barstow,92311,760-253-3337,"2791 Lenwood Rd Barstow, CA, 92311",-117.1165517,34.8685001,https://www.menuism.com/restaurants/arbys-barstow-89771
Arby's,CA,Barstow,92311,760-256-8242,"413 E Main St Barstow, CA, 92311",-117.02371,34.898744,https://www.menuism.com/restaurants/arbys-barstow-658585
Arby's,CA,Brea,92821-5757,714-529-3399,"2163 Brea Mall Brea, CA, 92821-5757",-117.8871529,33.9129615,https://www.menuism.com/restaurants/arbys-brea-170573
Arby's,CA,Brea,92821-6131,714-671-6888,"2525 E Imperial Hwy Ste 6802 Brea, CA, 92821-6131",-117.865328,33.911531,https://www.menuism.com/restaurants/arbys-brea-177944
Arby's,CA,Buena Park,90620,714-995-8754,"5791 Lincoln Ave Buena Park, CA, 90620",-118.030943,33.83581,https://www.menuism.com/restaurants/arbys-buena-park-618581
Arby's,CA,Buena Park,90620-3460,714-995-8754,"[5801-5999] Lincoln Ave Buena Park, CA, 90620-3460",-118.0284791,33.8318069,https://www.menuism.com/restaurants/arbys-buena-park-167924
Arby's,CA,Buena Park,90621-3411,714-994-0899,"6801 Beach Blvd Buena Park, CA, 90621-3411",-117.998644,33.862281,https://www.menuism.com/restaurants/arbys-buena-park-153535
Arby's,CA,Canoga Park,91303-1961,818-347-0637,"7011 Topanga Canyon Blvd Canoga Park, CA, 91303-1961",-118.606074,34.197723,https://www.menuism.com/restaurants/arbys-canoga-park-150392
Arby's,CA,Canyon Country,91351-3091,661-250-1562,"27590 Sierra Hwy Canyon Country, CA, 91351-3091",-118.441966,34.431468,https://www.menuism.com/restaurants/arbys-canyon-country-178316
Arby's,CA,Carmichael,95608-4208,916-484-1231,"5104 Marconi Ave Carmichael, CA, 95608-4208",-121.345567,38.617213,https://www.menuism.com/restaurants/arbys-carmichael-305025
Arby's,CA,Chico,95928-7157,530-345-6457,"2485 Notre Dame Blvd Chico, CA, 95928-7157",-121.794947,39.71528,https://www.menuism.com/restaurants/arbys-chico-527017
Arby's,CA,Chino,91710,909-465-5500,"5509 Philadelphia St Chino, CA, 91710",-117.683049,34.033249,https://www.menuism.com/restaurants/arbys-chino-665454
Arby's,CA,Chino Hills,91709,909-393-3337,"4767 Chino Hills Pkwy Chino Hills, CA, 91709",-117.69804,33.98265,https://www.menuism.com/restaurants/arbys-chino-hills-680610
Arby's,CA,Chula Vista,91915-1000,619-482-0265,"2244 Otay Lakes Rd Chula Vista, CA, 91915-1000",-116.967177,32.647316,https://www.menuism.com/restaurants/arbys-chula-vista-376151
Arby's,CA,City Of Industry,91748-1243,626-964-3267,"18201 Gale Ave City Of Industry, CA, 91748-1243",-117.907001,33.995494,https://www.menuism.com/restaurants/arbys-city-of-industry-184002
Arby's,CA,Coachella,92236,760-342-6200,"46155 Dillon Rd Coachella, CA, 92236",-116.175989,33.714432,https://www.menuism.com/restaurants/arbys-coachella-204012
Arby's,CA,Colton,92324-4601,909-370-1027,"1320 E Washington St Colton, CA, 92324-4601",-117.30404,34.048257,https://www.menuism.com/restaurants/arbys-colton-24415
Arby's,CA,Corning,96021,530-824-4646,"3524 S 99w Corning, CA, 96021",-122.19751,39.901314,https://www.menuism.com/restaurants/arbys-corning-615650
Arby's,CA,Corona,92882-6510,951-278-8707,"1406 W 6th St Corona, CA, 92882-6510",-117.5923171,33.8781705,https://www.menuism.com/restaurants/arbys-corona-101832
Arby's,CA,Covina,91722-3610,626-331-9205,"402 N Azusa Ave Covina, CA, 91722-3610",-117.907391,34.088341,https://www.menuism.com/restaurants/arbys-covina-126080
Arby's,CA,Dixon,95620-4200,707-678-0318,"1425 Ary Ln Dixon, CA, 95620-4200",-121.842111,38.457074,https://www.menuism.com/restaurants/arbys-dixon-406006
Arby's,CA,Downey,90241-5318,562-862-0852,"9070 Firestone Blvd Downey, CA, 90241-5318",-118.12227,33.934198,https://www.menuism.com/restaurants/arbys-downey-158491
Arby's,CA,El Cajon,92020,619-440-0331,"709 Parkway Plz El Cajon, CA, 92020",-116.968083,32.806876,https://www.menuism.com/restaurants/arbys-el-cajon-669396
Arby's,CA,El Cajon,92020,619-440-0331,"900 Parkway Plz El Cajon, CA, 92020",-116.96715,32.803772,https://www.menuism.com/restaurants/arbys-el-cajon-374598
Arby's,CA,El Cajon,92020,619-444-6559,"388 E Main St El Cajon, CA, 92020",-116.95749,32.794928,https://www.menuism.com/restaurants/arbys-el-cajon-632284
Arby's,CA,El Cajon,92021,619-593-2250,"777 Broadway El Cajon, CA, 92021",-116.95296,32.8077,https://www.menuism.com/restaurants/arbys-el-cajon-662549
Arby's,CA,El Cajon,92021-6445,619-579-5162,"325 N 2nd St El Cajon, CA, 92021-6445",-116.935094,32.798039,https://www.menuism.com/restaurants/arbys-el-cajon-374969
Arby's,CA,El Centro,92243,760-352-4147,"799 Danenberg Dr El Centro, CA, 92243",-115.5564062,32.7670249,https://www.menuism.com/restaurants/arbys-el-centro-252635
Arby's,CA,El Monte,91731-2508,626-442-8529,"11030 Valley Blvd El Monte, CA, 91731-2508",-118.034669,34.074541,https://www.menuism.com/restaurants/arbys-el-monte-18130
Arby's,CA,Escondido,92025,760-747-1290,"320 West Mission Avenue Escondido, CA, 92025",-117.0906072,33.1291723,https://www.menuism.com/restaurants/arbys-escondido-1038115
Arby's,CA,Escondido,92025-8010,760-747-1905,"200 E Via Rancho Pkwy Escondido, CA, 92025-8010",-117.0665872,33.0685989,https://www.menuism.com/restaurants/arbys-escondido-376327
Arby's,CA,Escondido,92026-1925,760-739-8488,"350 W El Norte Pkwy Escondido, CA, 92026-1925",-117.095193,33.142637,https://www.menuism.com/restaurants/arbys-escondido-378018
Arby's,CA,Etiwanda,91739-9353,909-463-6251,"12749 Foothill Blvd Etiwanda, CA, 91739-9353",-117.5264,34.106068,https://www.menuism.com/restaurants/arbys-etiwanda-22292
Arby's,CA,Fair Oaks,95628,916-962-9815,"8090 Madison Ave Fair Oaks, CA, 95628",-121.26302,38.663522,https://www.menuism.com/restaurants/arbys-fair-oaks-353728
Arby's,CA,Fairfield,94534-1669,707-864-1158,"4445 Central Pl Fairfield, CA, 94534-1669",-122.125713,38.221413,https://www.menuism.com/restaurants/arbys-fairfield-22701
Arby's,CA,Fontana,92335,909-428-9445,"17510 Foothill Blvd Fontana, CA, 92335",-117.422568,34.106677,https://www.menuism.com/restaurants/arbys-fontana-619096
Arby's,CA,Fontana,92335-6822,909-822-8815,"16980 Valley Blvd Fontana, CA, 92335-6822",-117.434218,34.070508,https://www.menuism.com/restaurants/arbys-fontana-25021
Arby's,CA,Foothill Ranch,92610-1757,949-830-8862,"26801 Portola Pkwy Foothill Ranch, CA, 92610-1757",-117.662718,33.678718,https://www.menuism.com/restaurants/arbys-foothill-ranch-96077
Arby's,CA,Fresno,93710,559-431-7006,"6410 N Blackstone Ave Fresno, CA, 93710",-119.790039,36.830855,https://www.menuism.com/restaurants/arbys-fresno-17327
Arby's,CA,Fresno,93726,559-222-6939,"4181 E Ashlan Ave Fresno, CA, 93726",-119.754616,36.794297,https://www.menuism.com/restaurants/arbys-fresno-640623
Arby's,CA,Garden Grove,92841-2838,714-893-9244,"12022 Knott St Garden Grove, CA, 92841-2838",-118.011125,33.7877699,https://www.menuism.com/restaurants/arbys-garden-grove-138760
Arby's,CA,Garden Grove,92843,714-638-5006,"10120 Westminster Ave Garden Grove, CA, 92843",-117.95287,33.75955,https://www.menuism.com/restaurants/arbys-garden-grove-678855
Arby's,CA,Gilroy,95020,408-847-6376,"8570 Larkspur Ln Gilroy, CA, 95020",-121.613808,37.019018,https://www.menuism.com/restaurants/arbys-gilroy-635160
Arby's,CA,Gilroy,95020,408-848-0967,"6945 Camino Arroyo Gilroy, CA, 95020",-121.551087,37.003659,https://www.menuism.com/restaurants/arbys-gilroy-663881
Arby's,CA,Grass Valley,95949-9620,530-477-7320,"681 Freeman Ln Grass Valley, CA, 95949-9620",-121.063699,39.203405,https://www.menuism.com/restaurants/arbys-grass-valley-19843
Arby's,CA,Grover Beach,93433,805-481-8625,"1550 W Grand Ave Grover Beach, CA, 93433",-120.6121978,35.121049,https://www.menuism.com/restaurants/arbys-grover-beach-599860
Arby's,CA,Hanford,93230,559-582-1830,"824 W Lacey Blvd Hanford, CA, 93230",-119.6570837,36.3280702,https://www.menuism.com/restaurants/arbys-hanford-151051
Arby's,CA,Hayward,94541,510-782-8134,"22211 S Garden Ave Hayward, CA, 94541",-122.108731,37.664697,https://www.menuism.com/restaurants/arbys-hayward-23648
Arby's,CA,Hayward,94544-7603,510-475-6115,"31187 Mission Blvd Hayward, CA, 94544-7603",-122.035379,37.619049,https://www.menuism.com/restaurants/arbys-hayward-319604
Arby's,CA,Hayward,94545,510-782-8135,"19 Southland Mall Hayward, CA, 94545",-122.1053676,37.651768,https://www.menuism.com/restaurants/arbys-hayward-321715
Arby's,CA,Hemet,92544-4990,951-925-4957,"3320 E Florida Ave Hemet, CA, 92544-4990",-116.9364856,33.747732,https://www.menuism.com/restaurants/arbys-hemet-30374
Arby's,CA,Hemet,92545-3616,951-658-0412,"2915 W Florida Ave Hemet, CA, 92545-3616",-117.002541,33.747216,https://www.menuism.com/restaurants/arbys-hemet-30394
Arby's,CA,Hesperia,92345,760-244-5000,"13140 Main St Hesperia, CA, 92345",-117.3774463,34.4267487,https://www.menuism.com/restaurants/arbys-hesperia-29654
Arby's,CA,Huntington Beach,92646-2551,714-964-5877,"19051 Brookhurst St Huntington Beach, CA, 92646-2551",-117.954614,33.68594,https://www.menuism.com/restaurants/arbys-huntington-beach-185081
Arby's,CA,Huntington Beach,92647-3710,714-842-5280,"7942 Edinger Ave Huntington Beach, CA, 92647-3710",-117.990111,33.729827,https://www.menuism.com/restaurants/arbys-huntington-beach-323027
Arby's,CA,Inglewood,90301-1526,310-645-8626,"913 W Manchester Blvd Inglewood, CA, 90301-1526",-118.372231,33.961079,https://www.menuism.com/restaurants/arbys-inglewood-121535
Arby's,CA,Irvine,92604,714-838-2688,"14252 Culver Dr Irvine, CA, 92604",-117.78456,33.707745,https://www.menuism.com/restaurants/arbys-irvine-638158
Arby's,CA,Irvine,92606-5105,949-250-3262,"76 Corporate Park Irvine, CA, 92606-5105",-117.826367,33.692452,https://www.menuism.com/restaurants/arbys-irvine-135471
Arby's,CA,Irvine,92618-2346,949-753-9377,"59 Technology Dr Irvine, CA, 92618-2346",-117.7397665,33.6571575,https://www.menuism.com/restaurants/arbys-irvine-196870
Arby's,CA,La Habra,90631-3936,562-697-9295,"1061 E Whittier Blvd La Habra, CA, 90631-3936",-117.934162,33.939486,https://www.menuism.com/restaurants/arbys-la-habra-168629
Arby's,CA,La Mesa,91942-3039,619-462-3471,"5341 Jackson Dr La Mesa, CA, 91942-3039",-117.016328,32.77672,https://www.menuism.com/restaurants/arbys-la-mesa-367499
Arby's,CA,La Mirada,90638,562-946-6532,"14212 Imperial Hwy La Mirada, CA, 90638",-118.0284507,33.9170385,https://www.menuism.com/restaurants/arbys-la-mirada-187123
Arby's,CA,Lake Forest,92630-3743,949-581-1082,"23862 Bridger Rd Lake Forest, CA, 92630-3743",-117.707272,33.616256,https://www.menuism.com/restaurants/arbys-lake-forest-95461
Arby's,CA,Lakeside,92040-3030,619-390-0369,"12136 Woodside Ave Lakeside, CA, 92040-3030",-116.929994,32.856353,https://www.menuism.com/restaurants/arbys-lakeside-375673
Arby's,CA,Lakewood,90712-2514,562-531-1317,"4935 Graywood Ave Lakewood, CA, 90712-2514",-118.1382136,33.8481227,https://www.menuism.com/restaurants/arbys-lakewood-129641
Arby's,CA,Lakewood,90713-1310,562-867-2883,"5920 South St Ste 5853 Lakewood, CA, 90713-1310",-118.116184,33.858014,https://www.menuism.com/restaurants/arbys-lakewood-161321
Arby's,CA,Lebec,93243-9713,661-663-4341,"5821 Dennis Mccarthy Dr Lebec, CA, 93243-9713",-118.947725,34.985146,https://www.menuism.com/restaurants/arbys-lebec-1100850
Arby's,CA,Livermore,94550,925-606-1430,"4524 Las Positas Rd Livermore, CA, 94550",-121.743286,37.698796,https://www.menuism.com/restaurants/arbys-livermore-25646
Arby's,CA,Lodi,95240-6053,209-339-4148,"920 W Kettleman Ln Lodi, CA, 95240-6053",-121.284218,38.115114,https://www.menuism.com/restaurants/arbys-lodi-405940
Arby's,CA,Long Beach,90802-1323,N/A,"631 Long Beach Blvd Long Beach, CA, 90802-1323",-118.189695,33.774756,https://www.menuism.com/restaurants/arbys-long-beach-144900
Arby's,CA,Long Beach,90807,562-427-9575,"3602 Atlantic Ave Long Beach, CA, 90807",-118.184704,33.822295,https://www.menuism.com/restaurants/arbys-long-beach-147274
Arby's,CA,Long Beach,90815-1554,562-496-2027,"6560 E Spring St Long Beach, CA, 90815-1554",-118.105586,33.809805,https://www.menuism.com/restaurants/arbys-long-beach-147286
Arby's,CA,Los Angeles,90017-2561,213-489-7897,"735 S Figueroa St Ste 123 Los Angeles, CA, 90017-2561",-118.260518,34.048918,https://www.menuism.com/restaurants/arbys-los-angeles-124341
Arby's,CA,Los Angeles,90028-6505,323-460-4000,"5920 W Sunset Blvd Los Angeles, CA, 90028-6505",-118.318714,34.09794,https://www.menuism.com/restaurants/arbys-los-angeles-28711
Arby's,CA,Los Angeles,91342,818-362-6000,"12655 Glenoaks Boulevard Los Angeles, CA, 91342",-118.4423326,34.3000237,https://www.menuism.com/restaurants/arbys-los-angeles-1167036
Arby's,CA,Lost Hills,93249,661-797-1800,"21948 Highway 46 Lost Hills, CA, 93249",-120.157392,35.704466,https://www.menuism.com/restaurants/arbys-lost-hills-178837
Arby's,CA,Menlo Park,94025-4801,650-323-2015,"761 El Camino Real Menlo Park, CA, 94025-4801",-122.179907,37.451513,https://www.menuism.com/restaurants/arbys-menlo-park-316207
Arby's,CA,Milpitas,95035-8030,408-945-0781,"604 Great Mall Dr Milpitas, CA, 95035-8030",-121.8973698,37.4193885,https://www.menuism.com/restaurants/arbys-milpitas-265329
Arby's,CA,Mission Hills,91345,818-361-7279,"11010 Sepulveda Blvd Mission Hills, CA, 91345",-118.467191,34.270695,https://www.menuism.com/restaurants/arbys-mission-hills-623628
Arby's,CA,Modesto,95350,209-529-5924,"2100 Standiford Ave Apt F Modesto, CA, 95350",-121.032982,37.688758,https://www.menuism.com/restaurants/arbys-modesto-93756
Arby's,CA,Mojave,93501,661-824-9197,"16866 State Highway 14 Mojave, CA, 93501",-118.177182,35.066875,https://www.menuism.com/restaurants/arbys-mojave-640655
Arby's,CA,Montebello,90640,323-726-1015,"1648 Montebello Town Ctr Montebello, CA, 90640",-118.08204,34.037454,https://www.menuism.com/restaurants/arbys-montebello-647280
Arby's,CA,Montebello,90640-2161,323-726-1015,"557 Montebello Way Montebello, CA, 90640-2161",-118.1130926,34.0043547,https://www.menuism.com/restaurants/arbys-montebello-18713
Arby's,CA,Moreno Valley,92551,951-242-2232,"16170 Perris Blvd Moreno Valley, CA, 92551",-117.22613,33.884155,https://www.menuism.com/restaurants/arbys-moreno-valley-642189
Arby's,CA,Moreno Valley,92557-7229,951-485-2025,"24125 Hemlock Ave Moreno Valley, CA, 92557-7229",-117.241687,33.942434,https://www.menuism.com/restaurants/arbys-moreno-valley-26510
Arby's,CA,Murrieta,92562-8954,951-461-1161,"25251 Madison Ave Murrieta, CA, 92562-8954",-117.198789,33.555589,https://www.menuism.com/restaurants/arbys-murrieta-25621
Arby's,CA,Newark,94560,510-795-7501,"6160 Jarvis Ave Newark, CA, 94560",-122.049223,37.548938,https://www.menuism.com/restaurants/arbys-newark-320784
Arby's,CA,Newark,94560-5007,510-792-2172,"39201 Cedar Blvd Newark, CA, 94560-5007",-122.0044892,37.5232112,https://www.menuism.com/restaurants/arbys-newark-269720
Arby's,CA,Norco,92860,951-272-9769,"1325 Hamner Ave Norco, CA, 92860",-117.562419,33.901545,https://www.menuism.com/restaurants/arbys-norco-616030
Arby's,CA,Oceanside,92054-7104,760-722-8467,"1863 Mission Ave Oceanside, CA, 92054-7104",-117.366058,33.203126,https://www.menuism.com/restaurants/arbys-oceanside-378731
Arby's,CA,Ontario,91761-6501,909-923-5360,"2410 S Archibald Ave Ontario, CA, 91761-6501",-117.593481,34.029628,https://www.menuism.com/restaurants/arbys-ontario-19191
Arby's,CA,Ontario,91761-6501,909-923-5360,"2454 S Archibald Ave Ontario, CA, 91761-6501",-117.593694,34.029243,https://www.menuism.com/restaurants/arbys-ontario-684993
Arby's,CA,Ontario,91764,909-581-0055,"931 N Milliken Ave Ontario, CA, 91764",-117.557873,34.073215,https://www.menuism.com/restaurants/arbys-ontario-669360
Arby's,CA,Orange,92867-5904,714-538-5407,"1107 N Tustin St Orange, CA, 92867-5904",-117.83553,33.805751,https://www.menuism.com/restaurants/arbys-orange-645513
Arby's,CA,Oroville,95966,530-534-0975,"2730 Olive Hwy Oroville, CA, 95966",-121.542264,39.504492,https://www.menuism.com/restaurants/arbys-oroville-620275
